city,temperature,humidity,weather,wind_speed,pressure
Longanio,30.48,48,overcast clouds,1.28,1007
Lodja,26.66,63,overcast clouds,1.39,1009
Lisala,28.05,60,overcast clouds,1.06,1008
Kongolo,22.01,91,overcast clouds,1.17,1010
Kisangani,31.66,45,overcast clouds,0.55,1007
Kisangani,31.22,42,overcast clouds,2.69,1005
Kirumba,27.83,27,broken clouds,2.81,1005
Kindu,29.89,51,overcast clouds,2.17,1008
Kimbalata,21.75,87,moderate rain,1.07,1011
Kavumu,20.92,80,moderate rain,0.37,1011
Kasongo,23.87,73,overcast clouds,2.59,1009
Kasaï-Oriental Province,22.63,84,overcast clouds,3.39,1009
Kasaï-Occidental Province,25.59,67,overcast clouds,2.09,1010
Kapeo,20.05,97,light rain,1.1,1012
Kaniama,19.57,96,light rain,1.24,1012
Kananga,19.21,97,light rain,0.63,1012
Kananga,24.76,69,overcast clouds,2.43,1010
Kampene,25.91,65,overcast clouds,1.25,1009
Kamina,19.94,89,moderate rain,0.68,1012
Kama,29.89,51,overcast clouds,2.17,1008
Kalemie,25.77,75,light rain,2.88,1010
Kabinda,21.86,81,overcast clouds,0.76,1011
Kabasinze,24.28,57,light rain,2.06,1007
Kabasele-Pania,25,69,overcast clouds,2.43,1010
Kabare,21.72,80,moderate rain,0.37,1011
Kabalo,21.55,97,overcast clouds,1.66,1010
Isiro,35.42,29,scattered clouds,1.42,1005
Ilebo,26.07,68,overcast clouds,1.91,1010
Orientale Province,34.68,33,broken clouds,2.08,1005
Goma,19.64,92,light rain,0.79,1011
Gbadolite,37.38,29,broken clouds,2.75,1005
Gandajika,19.93,95,light rain,0.43,1012
Fizi,20.66,94,moderate rain,0.78,1012
Équateur Province,26.93,62,overcast clouds,1.37,1008
Demba,23.02,76,overcast clouds,1.69,1011
Butembo,22.99,55,light rain,1.39,1007
Buta,37.64,31,overcast clouds,0.19,1005
Businga,38.57,28,broken clouds,1.27,1005
Bunia,22.4,74,light rain,1.69,1009
Bumba,29.46,54,overcast clouds,1.84,1007
Bukavu,21.84,79,moderate rain,0.94,1011
Bukama,21.67,96,light rain,0.29,1011
Bongandanga,26.4,63,overcast clouds,0.38,1008
Bonema,29.18,57,overcast clouds,0.3,1007
Bondo,37.09,29,overcast clouds,1.19,1005
Boluka,26.44,68,overcast clouds,1.16,1007
Boende,25.29,74,overcast clouds,1.62,1007
Beni,29.33,39,broken clouds,2.93,1005
Batikayafi,32.63,40,overcast clouds,1.53,1006
Basoko,31.02,48,overcast clouds,1.32,1007
Bapaidu,35.08,27,overcast clouds,2.28,1005
Bangenze,38.25,26,broken clouds,0.7,1005
Aketi,37.92,28,broken clouds,2.13,1004
Tadjourah,32.89,26,few clouds,2.58,1008
Tadjoura,33.36,36,scattered clouds,3.76,1010
Obock,25.84,45,scattered clouds,7.39,1010
Obock,27.46,57,scattered clouds,4.74,1010
Loyada,29.62,67,broken clouds,4.97,1010
Ambouli,29.58,66,scattered clouds,4.93,1010
Holhol,26.86,61,few clouds,4.63,1010
Dorra,34.9,24,few clouds,0.97,1007
Djibouti,26.84,49,scattered clouds,6.03,1009
Djibouti,29.6,66,scattered clouds,4.93,1010
Djibouti City,28.38,66,scattered clouds,4.93,1010
Dikhil Region,30,35,few clouds,4.13,1008
Dikhil,32.93,29,few clouds,6.4,1007
Arta,23.08,60,scattered clouds,4.21,1010
Ali Sabieh Region,27.29,61,few clouds,4.63,1009
Ali Sabih,29.95,35,few clouds,6.69,1009
Zombo,19.84,68,light rain,2.34,1008
Yumbe,30.18,37,broken clouds,3.5,1005
Wobulenzi,33.93,20,scattered clouds,1.24,1003
Wakiso,28.4,35,scattered clouds,3.34,1005
Uganda,37.19,14,clear sky,3.69,1002
Tororo,36.08,15,few clouds,5.59,1002
Masaka District,29.47,40,overcast clouds,8.45,1006
Soroti,37.53,13,few clouds,1.97,1002
Sironko,35.4,15,few clouds,3.08,1002
Serere,32.28,28,few clouds,4.19,1003
Sembabule,30.95,27,broken clouds,1.57,1004
Rukungiri,29.12,31,broken clouds,2.65,1005
Rukoki,26.9,63,light rain,2.01,1012
Rubirizi,32.13,25,overcast clouds,3.1,1003
Rakai,28.32,35,overcast clouds,1.12,1005
Pallisa,34.13,20,overcast clouds,4.81,1002
Paidha,28.48,36,broken clouds,4.04,1006
Pader Palwo,35.57,16,overcast clouds,5.77,1001
Opiyai,37.25,13,broken clouds,3.38,1001
Nyalutembe,21.15,59,light rain,3.6,1006
Nyalubanga,29.55,31,overcast clouds,1.12,1004
Ntungamo,31.72,28,overcast clouds,4.1,1003
Ntungamo,22.01,63,overcast clouds,2.26,1007
Ntoroko,35.87,27,few clouds,3.46,1004
Njeru,29.85,33,broken clouds,3.65,1004
Ngora,36.92,12,broken clouds,4.74,1001
Nebbi,32.26,31,overcast clouds,7.48,1005
Namutumba,34.29,19,overcast clouds,3.74,1002
Namirembe,29.53,38,overcast clouds,3.93,1004
Namasuba,31.6,26,overcast clouds,2.63,1003
Nakasongola,36.15,16,overcast clouds,2.98,1002
Nakaseke,33.09,19,overcast clouds,2.13,1002
Nadiket,32.74,19,clear sky,8.66,1004
Mukono,29.4,40,overcast clouds,4.01,1005
Muhororo,29.77,33,overcast clouds,2.15,1005
Mubende,30.39,26,broken clouds,2.1,1004
Mpigi,27.02,45,overcast clouds,3.47,1005
Moyo,34.73,21,overcast clouds,1.92,1002
Moroto,32.37,19,clear sky,8.66,1004
Mityana,27.32,41,overcast clouds,2.72,1004
Mitoma,19.34,74,light rain,2.13,1007
Mbarara,29.44,31,overcast clouds,1.12,1004
Mbale,34.71,15,overcast clouds,3.85,1002
Mayuge,25.42,54,overcast clouds,4.99,1005
Masindi Port,34.35,19,overcast clouds,3.07,1002
Masindi,33.83,26,scattered clouds,2.56,1003
Masaka,27.35,41,overcast clouds,5.12,1005
Maracha,30.03,35,overcast clouds,1.87,1005
Lyantonde,28.56,36,overcast clouds,5.22,1005
Lwengo,26.81,41,overcast clouds,3.24,1005
Luwero,33.16,19,overcast clouds,2.13,1002
Lugazi,29.35,40,overcast clouds,4.01,1005
Lokiporangatome,35.47,15,few clouds,6.98,1002
Lira,37.31,13,overcast clouds,2.65,1001
Kyotera,30.63,33,overcast clouds,2.99,1005
Kyenjojo,29.92,31,overcast clouds,3.07,1005
Kyegegwa,30.35,27,overcast clouds,2.84,1004
Kumi,36.71,12,broken clouds,4.74,1001
Kotido,34.43,17,few clouds,5.44,1003
Koboko,29.7,35,overcast clouds,1.87,1005
Kitgum,35.33,20,broken clouds,5.87,1003
Kisoro,15.62,89,light rain,1.92,1010
Kiryandongo,34.5,20,overcast clouds,3.88,1002
Kireka,29.71,38,overcast clouds,3.93,1004
Kiraboha,21.02,90,light rain,1.1,1013
Kilembe,18.6,83,light rain,2.26,1013
Kigorobya,25.33,58,scattered clouds,3.55,1003
Kibuku,36.22,13,overcast clouds,3.59,1001
Kiboga,34.02,19,broken clouds,2.18,1002
Kibingo,26.83,45,overcast clouds,1.96,1006
Kibale,27.99,34,overcast clouds,2.23,1004
Kayunga,31.73,30,broken clouds,2.51,1004
Katakwi,36.93,12,clear sky,1.67,1001
Kasese,22.86,83,light rain,2.26,1013
Kapchorwa,31.21,12,broken clouds,1.09,1001
Kanungu,24.81,47,light rain,3.85,1006
Kanoni,28.15,41,broken clouds,3.03,1005
Kamwenge,22.2,59,light rain,2.54,1005
Kamuli,31.94,20,overcast clouds,1.45,1002
Kampala,29.44,38,overcast clouds,3.93,1004
Kalungu,21.98,65,overcast clouds,3.24,1006
Kaliro,34.23,20,overcast clouds,2.45,1002
Kalangala,25.37,55,overcast clouds,4.32,1006
Kajansi,27.59,46,broken clouds,5.64,1005
Kagadi,29.87,33,overcast clouds,2.15,1005
Kaberamaido,36.07,16,broken clouds,1.24,1001
Kabale,16.06,90,light rain,1.28,1010
Kaabong,31.84,18,scattered clouds,6.32,1004
Jinja,30.23,33,scattered clouds,2.99,1004
Iganga,31.9,30,broken clouds,3.7,1003
Hoima,29.77,35,broken clouds,1.83,1004
Gulu,35.94,16,overcast clouds,2.64,1002
Gombe,27.03,46,overcast clouds,3.27,1005
Fort Portal,28.55,29,overcast clouds,3.46,1005
Entebbe,27.75,45,overcast clouds,3.47,1005
Dokolo,36.67,13,overcast clouds,3.32,1001
Mpigi District,27.03,46,overcast clouds,3.27,1005
Byakabanda,26,46,overcast clouds,2.83,1006
Bwizibwera,29.41,31,overcast clouds,1.12,1004
Bweyogerere,29.65,38,overcast clouds,3.93,1004
Buyende,35.76,17,clear sky,3.06,1002
Buwenge,32.83,25,overcast clouds,1.89,1003
Butaleja,35.13,16,overcast clouds,5.78,1002
Busia,33.33,25,scattered clouds,4.92,1002
Bushenyi,19.64,74,light rain,2.13,1007
Busembatia,34.42,19,overcast clouds,3.74,1002
Bundibugyo,33.69,31,overcast clouds,3.38,1003
Bulisa,35.5,30,overcast clouds,5.14,1003
Bulambuli,31.82,15,overcast clouds,2.18,1002
Bukwa,30.21,13,few clouds,6.4,1003
Bukomansimbi,26.89,43,overcast clouds,6.45,1005
Bukiberu,27.66,45,overcast clouds,3.47,1005
Bukedea,35.72,12,overcast clouds,3.68,1001
Buikwe,30.04,33,broken clouds,3.65,1004
Bugiri,33.45,25,scattered clouds,5.2,1003
Bugembe,29.87,33,broken clouds,3.65,1004
Bududa,34.02,15,overcast clouds,2.18,1002
Budaka,36.16,13,overcast clouds,3.59,1001
Binyin,30.67,13,overcast clouds,4.84,1002
Balabala,27.75,45,overcast clouds,3.47,1005
Arua,31.01,31,overcast clouds,2.31,1005
Apac,36.91,14,overcast clouds,2.94,1001
Amuria,36.61,13,few clouds,2.46,1002
Amudat,34.28,16,clear sky,7.71,1003
Amolatar,33.33,30,broken clouds,5.51,1002
Alebtong,36.8,13,few clouds,4.52,1002
Adok,36.32,14,overcast clouds,2.68,1001
Adjumani,37.16,19,overcast clouds,2.76,1001
Abim,34.41,13,few clouds,4.22,1002
Karonga,30.05,62,overcast clouds,2.94,1007
Chitipa,23.36,77,light rain,0.64,1009
Zemio,36.09,27,overcast clouds,1.19,1003
Youhamba,39.92,11,few clouds,2.33,1003
Yalinga,35.58,26,overcast clouds,1.07,1004
Vakaga Prefecture,38.65,10,clear sky,4.51,1004
Sayo,35.28,30,overcast clouds,1.23,1003
Rafai,37.05,25,overcast clouds,1.73,1003
Pendé,36.91,20,overcast clouds,1.11,1003
Ouango,33.25,38,overcast clouds,1.39,1003
Ouaka Prefecture,38.53,20,overcast clouds,2.12,1003
Ouadda,37.55,17,broken clouds,2.15,1004
Obo,35.82,25,overcast clouds,0.8,1003
Ndélé,39.05,9,few clouds,2.95,1004
Mobaye,37.32,27,overcast clouds,2.76,1003
Mbomou Prefecture,36.3,26,overcast clouds,0.12,1003
Kembé,35.26,31,scattered clouds,3.93,1004
Ippy,39.79,15,overcast clouds,1.55,1003
Hele,35.92,26,overcast clouds,0.9,1003
Haut-Mbomou Prefecture,36.39,24,overcast clouds,0.49,1003
Haute-Kotto Prefecture,35.96,24,overcast clouds,0.28,1004
Gambo,37.65,24,overcast clouds,1.37,1003
Central African Republic,39.92,12,few clouds,2.02,1003
Bria,37.02,20,overcast clouds,1.11,1003
Borota,35.95,26,overcast clouds,1.5,1005
Birao,38.62,10,clear sky,4.51,1004
Basse-Kotto Prefecture,34.47,31,overcast clouds,3.03,1005
Bangassou,35.28,29,overcast clouds,1.98,1003
Bamingui-Bangoran Prefecture,38.31,9,few clouds,2.95,1004
Bambari,38.92,17,overcast clouds,2.12,1003
Alindao,36.31,26,overcast clouds,1.5,1005
Victoria,29.59,79,scattered clouds,5.66,1008
Seychelles,30.02,79,scattered clouds,5.66,1009
English River,29.1,79,scattered clouds,5.66,1009
Bel Ombre,29.91,79,scattered clouds,5.66,1009
Bel Ombre,28.65,79,scattered clouds,5.66,1009
Anse Royale,29.32,79,scattered clouds,5.66,1009
Salamat Region,39.61,9,clear sky,1.41,1004
Ouadaï Region,35.08,6,clear sky,1.33,1006
Kamina,35.05,7,clear sky,4.12,1007
Iriba,29.43,7,clear sky,4.4,1009
Goz Beida,35.04,7,broken clouds,2.6,1007
Biltine,34.14,7,clear sky,2.03,1007
Am Timan,37.55,8,few clouds,1.97,1004
Adré,32.87,9,few clouds,1.08,1007
Abéché,35.01,7,clear sky,4.12,1007
Zaḩar,15.72,46,few clouds,2.27,1013
Yarqā,16.03,58,few clouds,2.22,1014
Waqqāş,19.78,45,clear sky,2.38,1013
Petra,8.75,58,scattered clouds,6.64,1014
Wadi Al Seer,14.57,44,haze,1.54,1014
Umm Qays,18.63,39,clear sky,1.07,1013
Umm as Summāq,13.94,44,haze,1.54,1013
Umm al Qiţţayn,11.3,49,overcast clouds,3.83,1013
Tibnah,14.61,51,scattered clouds,3.59,1013
Sūf,10.98,58,scattered clouds,4.15,1013
Şammā,16.4,44,clear sky,1.57,1013
Sāl,14.55,45,few clouds,4.21,1013
Sakib,10.54,60,scattered clouds,3.75,1014
Şakhrah,10.31,55,scattered clouds,4.41,1013
Saḩam al Kaffārāt,16.13,39,clear sky,2.41,1013
Saḩāb,14.35,44,haze,2.06,1013
Şabḩā,12.28,48,broken clouds,2.74,1013
Raymūn,11.69,59,light rain,4.01,1014
Qumaym,16.46,45,clear sky,1.92,1013
Qafqafā,11.7,51,light rain,4.76,1013
Miqāţ,7.29,73,broken clouds,4.27,1016
Marka,15.03,44,haze,1.54,1013
Malkā,16.06,41,clear sky,1.84,1013
Aş Şafāwī,11.79,51,broken clouds,3.12,1014
Madaba,14.72,41,haze,2.06,1013
Ma'an Governorate,14.78,34,clear sky,8.36,1013
Kurayyimah,18.38,55,few clouds,2.77,1014
Kitim,12.24,52,scattered clouds,4.57,1013
Kharjā,15.37,42,clear sky,3.14,1013
Kafr Sawm,15.39,41,clear sky,2.26,1013
Kafr Asad,16.52,44,clear sky,1.23,1013
Kafr Abīl,15.2,54,scattered clouds,3.49,1014
Judita,13.36,55,scattered clouds,3.83,1014
Hashemite Kingdom of Jordan,12.73,52,clear sky,8.18,1013
Jāwā,14.17,44,haze,2.06,1013
Jerash,13.62,50,clear sky,4.33,1013
‘Izrā,10.59,58,few clouds,5.04,1013
Irbid Governorate,13.19,49,few clouds,3.93,1013
Irbid,15.03,46,few clouds,3.57,1013
Ḩātim,16.63,42,clear sky,1.51,1013
Ḩalāwah,15.6,54,few clouds,3.3,1014
Ḩakamā,14.65,44,clear sky,3.18,1013
Dayr Yūsuf,13.67,50,few clouds,3.67,1013
Buşayrā,11.16,58,clear sky,5.14,1014
Burmā,13.2,62,light rain,3.58,1014
Bayt Yāfā,13.67,50,few clouds,3.67,1013
Bayt Īdis,14.5,52,few clouds,3.47,1014
Balīlā,12.37,51,light rain,4.78,1013
Az Zubaydīyah,13.98,44,light rain,3.42,1013
Zarqa,15.95,44,haze,1.54,1013
Zarqa Governorate,15.38,40,few clouds,2.4,1013
‘Ayy,12.24,53,light rain,4.29,1014
‘Ayn Jannah,10.72,58,scattered clouds,3.82,1014
Aydūn,13.19,49,few clouds,3.93,1013
Aţ Ţurrah,15.11,44,few clouds,4.66,1013
Aţ Ţayyibah,15.55,47,few clouds,2.63,1013
Al Khinzīrah,13.06,49,light rain,3.91,1014
Aţ Ţayyibah,9.33,56,scattered clouds,6.77,1014
Aţ Ţafīlah,11.38,57,clear sky,4.3,1014
Tafilah Governorate,14.56,55,clear sky,4.08,1014
Salt,14.6,61,clear sky,3.69,1014
Ash Shajarah,15.19,44,few clouds,4.33,1013
Isfīr al Maḩaṭṭah,11.97,45,clear sky,7.47,1013
Ar Ramtha,14.97,45,few clouds,4.15,1013
Ar Rabbah,10.93,63,few clouds,6.85,1014
‘Anjarah,12.07,57,clear sky,4.27,1013
Amman Governorate,11.69,59,light rain,7.41,1013
Amman,15.05,44,haze,1.54,1013
Ḩayy al Quwaysimah,13.93,44,haze,1.54,1013
Al Quwayrah,12.11,42,clear sky,6.64,1014
Al Qaşr,11.45,62,few clouds,7.52,1014
Al Mazār al Janūbī,10.06,55,light rain,5.53,1014
Al Mafraq,13.52,46,clear sky,1.69,1013
Mafraq Governorate,7.29,73,overcast clouds,4.94,1015
Al Kittah,11.69,59,light rain,4.01,1014
Al Karāmah,19.7,50,clear sky,2.28,1014
Qīr Moāv,13.18,58,light rain,4.93,1014
Karak,11.19,63,clear sky,7.33,1013
Al Jubayhah,13.12,44,haze,1.54,1014
Al Jīzah,15.03,41,haze,2.06,1013
Al Jafr,14.41,37,clear sky,8.1,1013
Al Ḩamrā’,14.21,43,light rain,4.62,1013
Ḩayy al Bunayyāt,13.96,44,haze,1.54,1014
Balqa Governorate,15.37,55,few clouds,2.11,1014
Aqaba,21.92,30,clear sky,2.06,1014
Adjlun,10.72,58,scattered clouds,3.82,1014
Adir,10.84,63,clear sky,7.7,1014
Zonianá,13.62,62,broken clouds,2.95,1014
Zarós,15.76,63,overcast clouds,4.41,1014
Zárkos,10.6,84,overcast clouds,0.62,1014
Nomós Zakýnthou,10.09,88,broken clouds,2.06,1011
Zakynthos,12.62,88,broken clouds,2.06,1011
Zacháro,12.83,66,overcast clouds,4.16,1011
Zagorá,10.78,83,overcast clouds,4.75,1014
Gytheion,12.63,86,overcast clouds,3.6,1013
Gymno,14.35,78,overcast clouds,3.81,1013
Giannouli,12.22,76,overcast clouds,2.02,1013
Gérgeri,13.97,59,overcast clouds,4.72,1014
Geráki,9.59,93,overcast clouds,2.5,1013
Gefyra,11.58,85,light rain,2.76,1013
Xylokastro,12.78,62,overcast clouds,2.24,1013
Vrontados,15.92,77,few clouds,4.63,1014
Vravrona,15.95,68,scattered clouds,4.63,1014
Vrachnaiika,12.45,71,overcast clouds,4.98,1012
Vrachati,12.72,62,overcast clouds,1.66,1013
Vouliagméni,16.45,70,scattered clouds,4.63,1014
Voula,16.29,70,scattered clouds,4.63,1014
Vonitsa,13.98,77,broken clouds,0,1012
Volos,11.46,93,overcast clouds,1.57,1013
Nomós Voiotías,7.2,92,overcast clouds,3.57,1013
Vlachópoulo,11.31,82,overcast clouds,4.29,1011
Vlachiótis,11.96,88,overcast clouds,3.47,1013
Výronas,15.57,69,scattered clouds,4.63,1014
Vilia,12.79,83,overcast clouds,3.67,1013
Verdikoússa,5.42,83,overcast clouds,0.49,1014
Velo,12.6,62,overcast clouds,1.88,1013
Velestino,11.42,92,light rain,0.89,1013
Vágia,10.91,92,overcast clouds,2.89,1013
Vathy,16.03,58,overcast clouds,4.56,1013
Vathy,16.71,75,overcast clouds,7.6,1013
Vathy,16.42,71,scattered clouds,3.6,1015
Vasiliko,16.06,58,overcast clouds,4.57,1013
Vasilikí,11.1,82,overcast clouds,0.55,1014
Varvásaina,12.33,64,broken clouds,1.79,1011
Vartholomió,11.95,87,overcast clouds,3.09,1011
Varnávas,13.33,73,overcast clouds,1.34,1013
Vareiá,16.35,60,few clouds,3.6,1015
Vári,16.61,70,scattered clouds,4.63,1014
Vari,16.23,59,few clouds,5.14,1014
Várda,11.97,87,light rain,3.09,1011
Vamvakoú,11.48,93,light rain,1.18,1014
Valsamáta,9.79,88,moderate rain,3.6,1011
Tsikalariá,16.68,76,broken clouds,4.12,1014
Tsarítsani,11.7,75,overcast clouds,2.13,1013
Tripoli,8.1,89,overcast clouds,1.21,1013
Triovasalos,13.11,67,overcast clouds,2.54,1013
Tríkeri,10.55,78,overcast clouds,2.01,1013
Trikala,7.25,93,overcast clouds,0.97,1014
Trikala,11.68,76,broken clouds,1.12,1014
Ialysos,17.18,66,scattered clouds,3.6,1016
Traganón,11.91,87,light rain,3.09,1011
Tragana,12.45,69,overcast clouds,2.94,1012
Tolo,11.34,86,overcast clouds,1.61,1013
Týrnavos,12.33,76,overcast clouds,0.78,1013
Tinos,17.79,59,few clouds,4.63,1014
Tympaki,18.39,63,overcast clouds,4.02,1014
Tílisos,15.87,56,scattered clouds,8.23,1013
Thrapsanón,16.28,52,scattered clouds,8.23,1014
Thouría,13.86,82,light intensity drizzle,3.09,1012
Thebes,15.03,76,overcast clouds,3.15,1013
Fira,16.89,52,few clouds,6.17,1014
Thymiana,15.87,77,few clouds,4.63,1015
Thesprotikó,11.27,76,overcast clouds,1.57,1012
Thesprotia,11.49,73,light rain,1.29,1012
Thespiae,10.17,92,overcast clouds,3.08,1013
Thérmo,9.85,87,overcast clouds,1.38,1012
Thérissos,19.57,53,scattered clouds,8.23,1013
Terpsithea,11.8,80,overcast clouds,1.89,1013
Témeni,12.64,79,overcast clouds,3,1013
Tanágra,14.13,58,overcast clouds,4.16,1013
Strovíki,12.12,88,overcast clouds,0.89,1012
Stratos,12.57,78,light rain,1.06,1012
Steíri,8.24,81,overcast clouds,1.9,1013
Stýpsi,13.48,67,scattered clouds,2.24,1014
Stilís,12.6,80,overcast clouds,0.46,1013
Stefanovikeio,11.71,92,overcast clouds,0.89,1013
Stános,11.55,74,overcast clouds,1.56,1012
Stamáta,14.01,69,overcast clouds,5.32,1013
Stalida,20.06,55,overcast clouds,3.54,1013
Lássi,12.81,88,broken clouds,3.6,1011
Spetses,11.51,78,overcast clouds,6.52,1013
Sperchógeia,13.77,82,light intensity drizzle,3.09,1012
Spercheiáda,10.43,98,overcast clouds,1.7,1013
Spata,15.41,68,scattered clouds,4.63,1014
Sparti,12.19,91,overcast clouds,2.57,1013
Sourpi,11.79,87,overcast clouds,0,1013
Soúrmena,16.14,70,scattered clouds,4.63,1014
Soúda,16.98,85,broken clouds,4.12,1014
Sofiko,8.43,82,overcast clouds,2.22,1013
Skopelos Town,13.69,68,broken clouds,1.17,1013
Skópelos,15.14,63,few clouds,3.6,1015
Skýros,13.53,66,broken clouds,7.73,1014
Skiathos,10.54,70,overcast clouds,1.16,1013
Schisma Eloundas,14.59,55,overcast clouds,5.02,1013
Schimatari,15.07,58,overcast clouds,2.24,1013
Skepastó,7.52,92,overcast clouds,1.24,1013
Skala Oropou,15.66,72,overcast clouds,3.58,1013
Skalánion,17.75,53,scattered clouds,8.23,1013
Skála,11.98,88,overcast clouds,3.59,1013
Sitia,16.15,57,overcast clouds,5.21,1014
Synoikismós Chavaríou,11.49,87,overcast clouds,3.09,1011
Symi,12.66,61,broken clouds,1.67,1016
Sylivainiótika,12.75,81,overcast clouds,2.66,1013
Sykoúrio,11.1,86,overcast clouds,3.52,1014
Sicyon,12.43,62,overcast clouds,1.92,1013
Síkinos,17.08,49,overcast clouds,1.25,1014
Sykiá,10.62,87,light rain,1.83,1013
Serifos,10.79,66,overcast clouds,3.77,1014
Selinia,16.33,70,scattered clouds,5.14,1014
Selianitika,12.78,79,overcast clouds,3.13,1013
Savália,11.96,87,overcast clouds,3.09,1011
Sardínia,13.38,74,overcast clouds,1.44,1012
Samos Prefecture,13.57,82,scattered clouds,3.6,1015
Samos,16.65,71,scattered clouds,3.6,1015
Sami,13.08,88,broken clouds,3.6,1011
Salamina,16.35,69,scattered clouds,5.14,1014
Rogitika,12.56,83,overcast clouds,5.31,1012
Roviés,10.06,95,overcast clouds,5.82,1013
Rodotopi,13.77,54,light rain,0.51,1011
Rizomylos,11.71,92,overcast clouds,0.89,1013
Rízoma,10.94,81,overcast clouds,0.85,1014
Rio,12.64,83,overcast clouds,4.35,1012
Rethymno,14.98,65,overcast clouds,7.13,1014
Rethymno,15.66,67,light rain,5.26,1014
Rafina,16.09,69,scattered clouds,4.63,1013
Pteleos,11.49,81,overcast clouds,2.29,1013
Psychikó,14.98,68,scattered clouds,5.14,1014
Psachná,16.03,66,overcast clouds,4.83,1013
Prokópi,10.01,67,overcast clouds,5.65,1013
Profítis Ilías,14.22,55,scattered clouds,8.23,1013
Nomós Prevézis,12.34,73,overcast clouds,2.21,1012
Preveza,14.42,74,broken clouds,0,1012
Pramanta,8.14,73,overcast clouds,0.99,1012
Porto Cheli,11.8,82,overcast clouds,5.26,1013
Portariá,8.75,84,overcast clouds,2.47,1013
Poros,13.08,73,broken clouds,6.5,1012
Poros,12.17,85,overcast clouds,5.27,1013
Politiká,14.12,66,overcast clouds,5.4,1013
Polichnítos,14.48,67,broken clouds,4.54,1014
Plomari,15.98,71,overcast clouds,4.01,1015
Pligoni,15.62,63,few clouds,3.6,1015
Platýkampos,12.11,81,overcast clouds,3.45,1013
Platariá,14.05,69,light rain,0.53,1012
Platanos Kalyvion,12.89,79,light rain,1.33,1012
Plátanos,12.27,65,broken clouds,3.53,1011
Platanos,14.41,65,light rain,4.91,1013
Plataies,10.31,80,overcast clouds,3.06,1013
Planos,12.69,88,broken clouds,2.06,1011
Pigí,11.41,81,broken clouds,0.59,1014
Pithári,16.19,85,broken clouds,4.12,1013
Pythagóreio,15.85,82,scattered clouds,3.6,1015
Piryi,15.18,77,few clouds,4.63,1014
Pyrgetós,7.06,95,overcast clouds,1.64,1015
Pyrgetós,11.69,77,broken clouds,0.97,1014
Pýrgos,12.78,64,broken clouds,4.64,1011
Pýrgos,13.42,62,overcast clouds,4.52,1014
Piraeus,16.45,69,scattered clouds,5.14,1014
Pylos,14.01,81,overcast clouds,6.36,1011
Pylí,18.25,59,few clouds,6.17,1015
Pýli,9.65,88,overcast clouds,0.73,1014
Pikermi,15.55,67,scattered clouds,4.63,1013
Petroúpolis,15.52,68,scattered clouds,5.14,1014
Magoúla,11.65,88,overcast clouds,0.45,1013
Petras,16.32,67,scattered clouds,2.24,1014
Péta,14.38,66,overcast clouds,1.86,1012
Perigiali,12.75,62,overcast clouds,1.45,1013
Perivoli,14.75,65,overcast clouds,1.92,1012
Perivólia,16.86,85,light rain,4.12,1014
Peristeri,16.09,68,scattered clouds,5.14,1014
Perdika,13.33,69,overcast clouds,1.69,1012
Perama,14.04,54,scattered clouds,0.51,1011
Pérama,16.09,69,scattered clouds,5.14,1014
Pérama,15.7,61,broken clouds,2.8,1013
Perachora,10.65,73,overcast clouds,3.09,1013
Pelópi,12.42,65,broken clouds,3.77,1011
Pelasgia,11,72,overcast clouds,1.94,1013
Pedini,13.88,54,light rain,0.51,1011
Pátrai,12.68,83,overcast clouds,5.17,1012
Patitiri,13.98,68,broken clouds,1.16,1013
Pasio,12.7,62,overcast clouds,2.24,1013
Pártira,14.22,60,overcast clouds,6.37,1014
Parthéni,14.2,71,broken clouds,7.11,1015
Paros,17.13,60,few clouds,7.2,1014
Parga,14.16,69,overcast clouds,3.35,1012
Paravola,11.34,87,overcast clouds,0.5,1012
Proástio,11.25,80,overcast clouds,1.26,1014
Parapótamos,12.79,74,light rain,1.51,1012
Paramythiá,11.09,76,overcast clouds,0.42,1012
Paralia,12.69,83,overcast clouds,5.31,1012
Pappádos,15.48,63,few clouds,3.6,1015
Pappadátes,12.75,74,overcast clouds,1.37,1012
Pánormos,16.24,60,broken clouds,2.24,1013
Panaitolio,11.67,87,light rain,0.24,1012
